,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2977,0,0,1,1,31,1,0,0,2,0,2,2,2,2,1,1,3,0.6268061783756852,0.29159358412185554,0
2978,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0.31141006477329347,0.003542580198476806,0
2979,1,0,1,1,1,1,0,1,0,0,0,0,0,2,0,1,2,0.6258096661684106,0.007183244864989614,0
2980,1,0,0,0,2,1,0,1,2,2,0,0,2,2,0,0,2,0.8166417538614849,0.020736210477729056,0
2981,0,0,0,0,35,1,2,2,1,1,1,1,1,1,2,0,0,0.050323866467364226,0.08981075467343642,0
2982,0,0,0,0,5,1,0,2,1,1,1,1,1,1,1,0,2,0.012954658694568993,0.009323794138010617,0
2983,1,0,1,1,3,1,0,0,0,0,2,0,0,0,0,1,2,0.317887394120578,0.017234018001384722,1
2984,1,0,0,0,12,1,0,0,0,2,0,0,0,0,0,1,0,0.30692575984055803,0.0662647126702054,0
2985,1,0,1,1,56,1,2,2,1,1,1,1,1,1,2,0,0,0.05879422022919778,0.15964112624048005,0
2986,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,0.06477329347284502,0.21235864297253634,0
2987,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,0.5097159940209268,0.005838910685437342,1
2988,1,0,1,0,1,1,0,1,0,0,0,2,2,0,0,1,2,0.6631788739412058,0.007615970459266098,1
2989,0,0,1,0,26,1,2,0,2,2,2,2,2,2,1,1,1,0.7159940209267563,0.26468382183244865,0
2990,0,0,0,0,13,0,1,0,0,0,2,0,2,2,0,0,2,0.3079222720478325,0.07276713593353336,0
2991,0,0,0,1,15,1,0,0,2,2,2,2,0,0,1,0,1,0.47184853014449424,0.11437802907915995,0
2992,1,1,0,0,68,1,2,1,0,2,2,0,0,2,0,1,2,0.7737917289486796,0.7482575582737133,0
2993,0,1,1,0,27,1,0,1,2,0,2,0,2,2,0,1,2,0.8271051320378675,0.31567620586198936,1
2994,0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,1,2,0.5092177379172894,0.03724901915531965,0
2995,0,0,1,0,64,1,2,2,1,1,1,1,1,1,2,0,1,0.06726457399103139,0.18070620816985922,0
2996,0,0,0,0,16,1,2,0,0,0,2,0,0,2,0,1,1,0.4678624813153962,0.11822640203092545,1
2997,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,3,0.6118584952665671,0.015451188552965612,1
2998,0,0,0,0,52,0,1,0,2,2,0,2,0,0,2,0,3,0.20777279521674138,0.22655204246480498,0
2999,0,0,0,0,15,1,2,2,1,1,1,1,1,1,2,0,0,0.06776283009466866,0.04042234018001385,0
3000,0,0,1,1,41,1,2,1,0,2,2,2,2,2,1,1,0,0.9053313403089187,0.5118220632356335,0
3001,1,1,0,0,20,1,0,1,0,0,0,0,0,0,0,0,1,0.528649725959143,0.15813524117239788,1
3002,0,0,1,0,32,1,0,2,1,1,1,1,1,1,1,0,3,0.010463378176382654,0.06628202169397647,0
3003,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,0.32087693074240164,0.003652204015693515,1
3004,0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,0,0.6482311908320877,0.6951188552965613,0
3005,0,0,1,1,34,1,0,0,2,2,2,2,2,2,2,0,3,0.6626806178375685,0.3254846526655896,0
3006,1,0,0,1,44,1,0,2,1,1,1,1,1,1,2,0,0,0.012954658694568993,0.0924474959612278,0
3007,1,0,0,0,72,1,0,0,2,2,2,2,2,0,2,1,0,0.5665171898355754,0.613610662358643,0
3008,1,0,1,1,8,1,0,1,0,0,2,0,2,2,0,1,2,0.7623318385650224,0.08547772905608124,0
3009,1,0,1,0,7,0,1,0,2,2,0,0,0,0,0,0,3,0.15894369706028902,0.027440572351719365,0
3010,1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,3,0.01594419531639263,0.13494691899376876,0
3011,0,0,0,0,3,1,2,1,0,0,0,0,2,2,0,1,2,0.7807673143996013,0.031513962612508654,1
3012,0,0,0,0,41,1,0,1,0,2,0,2,2,2,2,1,0,0.8026905829596412,0.4546907454419571,0
3013,0,0,1,0,61,1,2,2,1,1,1,1,1,1,2,0,0,0.070254110612855,0.1772559427648281,0
3014,1,0,1,0,29,1,2,1,0,2,0,0,0,0,0,1,0,0.6168410563029398,0.2592257096699746,1
3015,0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,3,0.012954658694568993,0.09976344334179553,0
3016,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0.01893373193821621,0.00015578121393953342,1
3017,1,0,1,1,64,1,2,2,1,1,1,1,1,1,2,1,3,0.06527154957648232,0.17263443341795523,0
3018,1,0,1,0,58,1,0,2,1,1,1,1,1,1,2,0,3,0.02491280518186348,0.13468151396261252,0
3019,1,0,0,0,29,1,2,1,0,0,0,0,0,2,0,1,2,0.6641753861484804,0.2881837064389568,0
3020,1,1,1,0,7,1,2,1,2,2,0,0,0,2,0,1,1,0.7618335824613852,0.07550196168936073,1
3021,1,0,1,0,67,1,0,1,2,2,2,2,2,2,2,1,2,0.9247633283507724,0.8426321255481192,0
3022,1,0,0,0,5,1,0,0,0,0,2,0,2,2,1,1,3,0.515695067264574,0.0379183014078006,1
3023,0,0,0,0,27,1,0,0,2,2,0,0,0,0,2,0,0,0.3447932237169906,0.17076505885068083,0
3024,1,0,1,0,4,0,1,0,0,2,0,0,2,2,0,1,2,0.3019431988041853,0.021024694207246713,1
3025,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0.0179372197309417,0.0001442418647588273,0
3026,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,1,2,0.016940707523667137,0.00739672282483268,0
3027,1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,0.01395117090184353,0.009473805677359799,0
3028,1,0,0,1,1,0,1,0,0,2,0,2,0,0,0,0,3,0.15296462381664175,0.0017078236787445187,0
3029,1,0,1,0,49,1,2,0,2,0,2,2,2,2,1,0,2,0.6586945690084703,0.46625317332102467,1
3030,0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,1,0.3667164922770304,0.009687283637202861,1
3031,1,0,1,1,16,1,2,0,2,2,0,2,2,2,0,0,2,0.6641753861484804,0.1591795522732518,0
3032,0,0,0,1,1,1,2,2,1,1,1,1,1,1,0,0,3,0.07125062282012953,0.0007615970459266094,0
3033,1,0,0,0,25,1,0,1,0,0,0,0,0,0,0,0,2,0.5132037867463877,0.19738633741057005,0
3034,1,0,1,1,25,1,0,0,0,2,2,0,0,0,1,0,3,0.3527653213751869,0.15424071082390955,0
3035,0,0,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,0.9217737917289488,0.8923263327948303,0
3036,1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,0,1,0.017438963627304432,0.020759289176090465,0
3037,1,0,0,0,54,1,0,1,2,0,2,2,0,0,1,0,2,0.6591928251121077,0.515260789291484,0
3038,1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,1,1,0.3089187842551071,0.0035137318255250407,1
3039,0,0,1,0,66,1,2,0,2,2,2,0,0,0,2,0,0,0.48480318883906337,0.5021290099238402,0
3040,1,0,0,0,4,1,2,0,0,0,0,2,0,2,0,0,3,0.47135027404085694,0.025201938610662358,0
3041,0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,0.020926756352765336,0.015208862220170781,0
3042,1,1,1,0,69,0,1,0,2,2,0,0,2,2,2,0,1,0.3816641753861485,0.4539406877452112,0
3043,0,0,0,0,8,1,2,1,0,0,0,0,2,2,0,0,0,0.7713004484304934,0.08761827832910225,1
3044,1,0,1,0,25,1,2,0,0,0,2,0,0,0,0,0,1,0.371699053313403,0.15999307639049157,0
3045,1,1,0,0,37,1,2,1,0,0,2,0,2,2,0,1,2,0.8256103637269556,0.42986960535425806,1
3046,1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,0.014449427005480797,0.00010385414262635562,0
3047,1,0,1,1,4,1,2,2,1,1,1,1,1,1,1,0,1,0.05829596412556054,0.00626586660512347,0
3048,1,0,0,0,10,0,1,0,0,0,0,0,0,2,0,1,3,0.15595416043846536,0.032269789983844915,1
3049,0,0,0,0,13,0,1,0,0,0,2,2,0,0,2,0,3,0.17090184354758345,0.049803831063927995,0
3050,0,0,1,0,12,1,2,0,2,0,2,0,2,2,1,0,2,0.6038863976083707,0.09900184629586892,0
3051,1,0,1,0,61,1,2,2,1,1,1,1,1,1,2,0,0,0.07174887892376677,0.17537502884837294,0
3052,1,0,1,0,65,1,2,1,2,2,2,0,2,0,2,1,2,0.8081714000996512,0.7302965612739442,0
3053,1,0,0,0,56,1,2,0,2,2,0,2,0,0,1,1,0,0.4623816641753862,0.42081121624740364,0
3054,1,0,0,0,51,1,2,0,2,2,2,2,2,0,1,1,1,0.6268061783756852,0.47396722824832677,0
3055,1,0,1,1,43,1,2,1,2,0,2,2,0,0,1,1,1,0.7274539113104136,0.46099699976921305,0
3056,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,0.3153961136023916,0.0035887375951996307,0
3057,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,1,2,0.3582461385151968,0.01403184860373875,0
3058,0,0,0,0,19,0,1,0,0,2,0,0,0,2,0,1,2,0.21375186846038866,0.07976575121163167,0
3059,1,0,1,0,45,1,2,1,0,2,2,0,2,2,0,1,0,0.8918784255107126,0.56127394414955,0
3060,0,1,1,0,68,1,2,1,0,2,0,0,2,2,0,1,2,0.8166417538614849,0.7884664204938842,1
3061,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0.02242152466367711,0.00019616893607200554,1
3062,0,0,1,1,32,1,2,1,2,0,0,0,2,0,0,0,2,0.7110114598903836,0.33267943687976,0
3063,1,0,1,1,59,0,1,0,2,0,2,0,0,0,1,0,3,0.16492277030393618,0.22634433417955227,0
3064,1,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,3,0.020926756352765336,0.10505423494114934,0
3065,1,1,1,0,24,1,2,1,0,2,2,0,2,2,0,1,2,0.8570004982561037,0.27868682206323564,1
3066,1,0,1,1,63,1,2,0,2,2,2,2,2,2,2,1,1,0.7090184354758347,0.6437629817678282,0
3067,1,1,1,0,29,1,2,0,0,0,0,0,0,0,0,1,2,0.3323368211260588,0.16422801753981076,0
3068,1,0,1,1,55,1,2,1,0,0,0,0,0,2,0,0,0,0.6701544593921276,0.5417262866374336,0
3069,0,0,0,0,8,1,0,1,2,0,0,0,2,0,0,0,2,0.6646736422521177,0.07495961227786753,1
3070,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,1,0,0.06776283009466866,0.09622663281790908,0
3071,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0.5181863477827604,0.005936995153473345,1
3072,1,0,1,0,10,1,0,0,2,0,0,2,0,0,0,1,1,0.3657199800697559,0.06347219016847451,0
3073,1,0,1,1,71,1,0,0,0,2,0,2,2,2,2,1,1,0.5490782262082711,0.5926263558735287,0
3074,1,0,0,0,5,1,0,0,2,0,0,2,0,0,0,1,3,0.3736920777279522,0.028634894991922455,0
3075,1,0,1,0,31,1,2,0,0,0,2,2,2,2,1,1,3,0.6083707025411061,0.28446803600276943,0
3076,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,1,3,0.5615346287992028,0.006438956842834063,1
3077,1,0,0,0,20,1,2,1,0,0,2,0,2,0,0,1,2,0.7020428500249128,0.20109046849757675,1
3078,0,0,1,1,19,1,0,2,1,1,1,1,1,1,0,0,3,0.019431988041853504,0.04193399492268636,0
3079,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,0.9402092675635276,0.9355931225478883,0
3080,0,0,1,1,11,1,2,2,1,1,1,1,1,1,2,0,3,0.06726457399103139,0.032529425340410804,0
3081,1,0,0,0,4,1,2,1,0,2,0,0,0,2,0,1,2,0.715495764823119,0.04030694668820679,1
3082,0,0,1,0,25,1,2,1,0,0,2,2,2,2,0,1,0,0.8639760837070254,0.2939879990768521,1
3083,1,1,1,0,45,1,2,2,1,1,1,1,1,1,1,0,1,0.06427503736920775,0.1333429494576506,0
3084,0,1,0,0,64,1,2,1,2,0,2,2,2,2,0,1,0,0.903836571998007,0.8184283406415879,0
3085,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,1,0.024414549078226183,0.0074948072928686825,0
3086,1,0,0,0,34,1,0,2,1,1,1,1,1,1,0,0,3,0.014449427005480797,0.07579044541887839,0
3087,0,0,1,1,48,1,0,0,2,2,2,0,0,2,2,1,1,0.5166915794718485,0.37152088622201707,0
3088,0,0,1,0,24,1,2,1,0,0,2,0,0,0,0,1,3,0.6118584952665671,0.2203900300023079,0
3089,1,1,1,0,8,1,0,0,2,0,0,0,2,0,0,0,0,0.4250124564025909,0.06152204015693516,0
3090,0,0,0,1,67,1,2,1,0,2,0,2,2,2,2,1,2,0.8545092177379172,0.8100911608585276,0
3091,1,0,1,0,14,1,2,0,0,0,0,2,2,0,0,1,1,0.4818136522172396,0.11085852757904455,0
3092,0,1,0,0,10,0,1,0,0,0,0,2,0,0,0,1,2,0.11360239162929744,0.031456265866605125,1
3093,1,0,1,1,42,1,2,1,2,0,0,0,2,2,1,0,2,0.7857498754359741,0.46133741057004385,0
3094,0,0,1,1,15,1,0,2,1,1,1,1,1,1,0,0,3,0.0179372197309417,0.030636972074774987,0
3095,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,0.2750373692077728,0.01001615508885299,0
3096,0,0,1,1,45,1,2,1,2,2,0,0,2,2,0,1,2,0.8659691081215746,0.5437456727440572,0
3097,0,0,0,1,4,1,2,1,0,2,2,0,0,0,0,0,0,0.6557050323866467,0.0363201015462728,1
3098,0,0,1,1,67,1,2,1,2,0,2,2,2,2,2,1,1,0.9018435475834579,0.8236095084237249,1
3099,1,0,0,0,12,1,0,0,2,0,0,2,0,0,0,0,3,0.382660687593423,0.07339603046388185,1
3100,1,0,1,0,60,1,2,1,0,2,2,0,2,0,0,1,2,0.7722969606377679,0.660523886452804,1
3101,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,3,0.3223716990533134,0.003669513039464574,1
3102,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,0.5216741405082211,0.005977382875605816,0
3103,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0.01644245142002987,0.00012693284098776788,1
3104,1,0,1,1,8,1,0,0,0,0,0,0,0,0,1,1,3,0.2511210762331839,0.037699053773367186,0
3105,1,1,0,0,5,1,2,1,0,2,0,0,0,2,0,1,2,0.7130044843049327,0.05582737133625664,1
3106,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0.5072247135027405,0.005810062312485576,1
3107,0,0,1,1,58,1,0,2,1,1,1,1,1,1,2,0,1,0.02242152466367711,0.13531040849296103,0
3108,1,0,1,0,72,1,2,1,2,2,0,2,2,2,2,1,1,0.903836571998007,0.9065543503346412,0
3109,0,0,1,1,23,1,2,2,1,1,1,1,1,1,2,0,3,0.06826108619830593,0.06838795291945535,0
3110,1,0,0,0,5,1,0,1,0,0,2,0,2,2,0,0,0,0.7797708021923269,0.05466766674359567,1
3111,1,0,1,0,70,0,1,0,2,0,2,2,0,0,2,1,1,0.20827105132037863,0.3085564274174936,0
3112,0,0,1,1,12,1,2,1,0,2,2,0,0,0,0,1,2,0.6601893373193822,0.10363489499192247,1
3113,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,3,0.5146985550572996,0.05521578582967921,0
3114,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0.2730443447932237,0.0030983152550196165,1
3115,1,0,1,1,44,0,1,0,0,0,2,2,2,2,1,1,2,0.3592426507224713,0.26520886222017076,0
3116,1,0,1,1,46,1,0,0,2,0,2,2,2,2,2,0,3,0.6253114100647733,0.44167435956612044,0
3117,1,0,0,0,20,1,0,2,1,1,1,1,1,1,0,1,1,0.013452914798206289,0.03892799446111239,0
3118,1,1,1,1,32,1,0,1,0,2,0,0,2,2,0,1,3,0.7543597409068261,0.32802330948534497,0
3119,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0.02042850024912804,0.00017309023771059284,0
3120,0,0,0,0,67,1,2,0,2,0,2,2,2,2,2,1,3,0.6676631788739412,0.6572120932379414,0
3121,0,1,0,0,29,1,2,1,0,0,0,2,2,2,0,0,2,0.8011958146487296,0.3281733210246942,1
3122,0,0,1,1,72,1,2,2,1,1,1,1,1,1,1,1,0,0.050323866467364226,0.18513154858066008,0
3123,1,1,1,0,12,1,2,1,0,2,0,0,2,2,0,1,2,0.8281016442451419,0.13844334179552273,1
3124,1,0,1,1,27,1,2,0,0,0,0,2,2,2,0,0,0,0.5316392625809666,0.22366720516962843,0
3125,1,0,1,1,56,1,2,1,2,2,2,2,2,2,2,0,3,0.9725959142999501,0.7557235171936303,0
3126,0,0,0,1,62,1,2,1,0,0,2,0,2,2,1,1,2,0.8161434977578476,0.7379240710823909,1
3127,1,0,0,0,11,0,1,0,0,2,2,0,0,0,0,0,3,0.1639262580966617,0.0420897761366259,0
3128,1,1,0,0,30,1,0,0,2,2,0,0,2,2,0,1,2,0.5630293971101146,0.24146088160627743,0
3129,0,0,0,0,40,1,0,2,1,1,1,1,1,1,2,0,1,0.01395117090184353,0.09363604892684053,0
3130,1,1,1,0,38,0,1,0,0,0,0,0,0,0,0,1,2,0.06576980568011959,0.10811793214862682,0
3131,0,0,0,0,28,0,1,0,0,0,2,0,0,0,0,1,3,0.11459890383657198,0.08907223632587123,0
3132,0,0,0,0,1,1,0,1,0,0,2,0,2,2,0,0,2,0.7588440458395617,0.008723747980613893,1
3133,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,0.2665670154459392,0.058337179783060245,0
3134,0,0,1,1,24,1,2,0,2,2,0,0,2,2,1,0,2,0.5994020926756354,0.20927763674128783,0
3135,1,1,0,0,72,1,2,2,1,1,1,1,1,1,2,1,1,0.06826108619830593,0.20437341333948766,0
3136,1,0,0,0,3,1,0,1,2,0,0,2,0,0,0,1,3,0.6382660687593423,0.022570966997461344,0
3137,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,2,0.9691081215744892,0.9700380798522963,0
3138,1,0,0,0,4,1,2,2,1,1,1,1,1,1,0,0,3,0.0697558545092177,0.00958919916916686,0
3139,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,0.5764823119083209,0.027555965843526428,0
3140,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,1,2,0.31190832087693066,0.0035483498730671586,1
3141,1,0,0,0,43,1,2,1,0,2,0,0,0,0,0,1,2,0.5939212755356252,0.3862277867528271,1
3142,0,0,0,0,10,0,1,0,2,2,2,0,0,0,0,0,0,0.22371699053313407,0.04967689822294023,0
3143,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,0.2595914299950174,0.008135241172397875,0
3144,1,0,1,0,15,1,0,2,1,1,1,1,1,1,1,0,3,0.005480817140009975,0.031865912762520196,0
3145,0,1,1,0,3,1,0,1,0,2,0,0,0,0,0,1,0,0.5615346287992028,0.025415416570505424,0
3146,0,0,0,0,65,0,1,0,2,0,2,2,2,2,2,0,1,0.4155455904334828,0.4503000230786983,0
3147,1,0,0,0,27,1,0,2,1,1,1,1,1,1,1,0,0,0.018435475834578968,0.06275098084468037,0
3148,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,0.5595416043846538,0.006415878144472653,1
3149,1,0,0,0,35,1,0,2,1,1,1,1,1,1,1,0,0,0.023418036870951675,0.08483729517655204,0
3150,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0.2825112107623319,0.00797369028386799,0
3151,0,0,0,0,60,1,0,1,0,2,2,0,2,2,2,1,2,0.8111609367214749,0.6833891068543735,0
3152,0,0,0,1,49,1,0,2,1,1,1,1,1,1,1,0,1,0.011958146487294458,0.10414262635587353,0
3153,1,0,0,0,3,0,1,0,2,2,0,0,0,0,0,1,3,0.17140009965122074,0.010160396953611817,1
3154,0,0,1,1,24,1,0,2,1,1,1,1,1,1,1,0,3,0.01644245142002987,0.059393030233094855,0
3155,1,0,1,1,62,1,2,1,0,0,2,0,2,0,2,1,1,0.7060288988540109,0.6222997922917147,0
3156,0,0,1,1,25,1,2,1,0,0,2,0,0,2,0,1,2,0.7060288988540109,0.27112854834987304,1
3157,0,0,1,1,10,1,0,1,0,0,0,0,2,2,0,1,2,0.7035376183358246,0.1050830833141011,0
3158,1,0,1,1,67,1,0,0,2,2,0,0,0,0,2,1,0,0.3582461385151968,0.4407339026078929,0
3159,1,1,0,0,7,1,2,1,0,0,0,0,2,0,0,1,2,0.6631788739412058,0.06094507269789985,1
3160,1,0,1,1,24,1,2,0,2,0,0,2,2,2,0,0,0,0.6253114100647733,0.21983037156704363,0
3161,1,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,0.9745889387144993,0.9677013616432033,0
3162,1,0,0,0,53,1,2,0,0,2,2,2,0,2,2,1,0,0.5545590433482811,0.4545868912993307,0
3163,1,1,1,0,2,1,2,1,0,0,0,0,2,0,0,1,3,0.6836073741903338,0.01587237479806139,1
3164,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,2,0.5710014947683109,0.04556312024001846,1
3165,0,0,1,0,52,0,1,0,2,0,2,0,0,0,1,0,3,0.17140009965122074,0.2238806831294715,0
3166,0,0,1,1,72,1,0,0,2,2,2,2,0,2,2,1,2,0.5590433482810164,0.6021924763443341,0
3167,1,0,1,1,70,1,2,0,2,2,2,2,2,0,2,1,0,0.6078724464374688,0.6592487883683361,0
3168,1,0,0,0,9,1,0,2,1,1,1,1,1,1,1,1,3,0.01893373193821621,0.016720516962843292,0
3169,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,0.012456402590931726,0.0010096930533117932,0
3170,0,0,0,0,28,1,0,0,2,2,0,2,0,0,1,1,2,0.41504733432984553,0.1887722132471729,0
3171,1,0,1,0,72,1,2,0,0,2,2,2,2,2,2,0,0,0.674638764324863,0.7077198246018924,0
3172,1,0,1,0,42,0,1,0,2,0,0,0,2,0,0,1,0,0.21823617339312404,0.18546618970690054,0
3173,0,0,1,0,11,1,2,1,0,2,0,0,2,2,0,1,2,0.8345789735924265,0.1299965381952458,1
3174,0,0,1,1,61,1,0,0,2,0,0,0,0,0,1,1,0,0.31340308918784254,0.33955688899146086,0
3175,1,0,1,1,63,1,2,0,2,0,2,2,0,2,2,0,3,0.5724962630792227,0.5374913454881145,0
3176,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0.2750373692077728,0.0031213939533810296,1
3177,1,0,1,1,23,1,2,0,0,0,0,0,0,0,1,1,1,0.2999501743896362,0.12097276713593355,1
3178,0,0,1,0,61,1,0,2,1,1,1,1,1,1,2,0,1,0.019930244145490772,0.14539579967689822,0
3179,1,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,0.012456402590931726,0.012670205400415416,0
3180,1,0,0,0,14,1,0,2,1,1,1,1,1,1,1,0,0,0.021425012456402576,0.02964458804523425,0
3181,0,1,1,1,23,1,0,1,0,2,2,0,0,2,0,1,0,0.6995515695067265,0.24368220632356338,0
3182,0,0,1,0,9,1,2,1,2,2,2,0,0,0,0,0,0,0.7324364723467862,0.09773828756058159,1
3183,0,1,1,0,11,1,2,1,0,0,2,0,2,2,0,1,2,0.8101644245142003,0.12836372028617588,1
3184,0,0,0,0,48,1,0,1,0,2,0,0,0,0,1,0,2,0.5670154459392128,0.43316985921994,0
3185,1,0,1,0,63,1,0,2,1,1,1,1,1,1,2,1,0,0.016940707523667137,0.1403184860373875,0
3186,0,0,0,0,6,1,0,1,0,0,2,2,2,2,0,1,3,0.8141504733432985,0.06102584814216479,1
3187,0,0,0,0,5,0,1,0,0,2,0,0,2,2,0,1,1,0.3258594917787744,0.024301869374567277,0
3188,1,0,1,0,70,1,2,1,2,2,0,2,0,0,2,1,1,0.695067264573991,0.688627971382414,0
3189,1,0,0,0,8,1,0,0,0,0,0,0,2,2,0,1,2,0.47832585949177875,0.06088737595199632,0
3190,0,0,1,1,46,1,2,2,1,1,1,1,1,1,1,0,3,0.0667663178873941,0.13236787445188095,0
3191,1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,0.012954658694568993,0.012670205400415416,0
3192,0,0,1,1,68,1,2,1,0,2,2,0,0,0,2,1,1,0.6591928251121077,0.6609681513962613,0
3193,1,0,1,1,31,1,0,2,1,1,1,1,1,1,0,1,2,0.023916292974588915,0.07884260327717517,0
3194,0,0,1,1,23,1,0,2,1,1,1,1,1,1,1,0,3,0.0179372197309417,0.04573044080313871,0
3195,0,0,0,0,6,1,0,1,0,0,2,0,0,2,0,0,2,0.654210264075735,0.055244634202630975,1
3196,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,0.3238664673642252,0.003686822063235633,1
3197,1,0,0,0,2,1,2,1,0,2,0,0,0,0,0,1,2,0.609865470852018,0.014579967689822296,0
3198,1,1,1,0,43,1,2,1,0,2,0,2,2,0,0,1,2,0.757847533632287,0.4539983844911147,0
3199,1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,1,0.014947683109118065,0.09666512808677591,0
3200,1,0,1,0,49,1,0,1,0,0,2,2,2,2,1,1,1,0.8071748878923767,0.5656588968382184,0
3201,1,0,0,0,51,1,2,1,2,2,0,0,2,0,1,1,2,0.7628300946686597,0.5560581583198708,1
3202,1,0,1,1,28,1,0,1,0,2,2,2,2,0,1,0,0,0.7438963627304436,0.31728017539810754,0
3203,1,0,1,0,65,1,2,1,0,2,0,0,2,0,0,1,0,0.7334329845540608,0.683366028156012,1
3204,1,0,0,0,51,1,2,1,0,0,0,0,0,2,0,0,0,0.6492277030393623,0.476650126932841,0
3205,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,0.023916292974588915,0.00021347795984306452,0
3206,1,0,0,1,1,1,0,1,0,2,0,0,0,0,0,1,2,0.5690084703537618,0.0065255019616893605,1
3207,0,0,1,0,24,1,0,2,1,1,1,1,1,1,1,0,1,0.021425012456402576,0.05354258019847681,0
3208,0,0,1,0,48,0,1,0,0,2,2,0,0,0,1,0,3,0.1639262580966617,0.18297945995845835,1
3209,1,1,1,0,1,1,2,1,2,0,0,0,0,0,0,1,2,0.6183358246138515,0.007096699746134318,1
3210,0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,3,0.3577478824115595,0.009560350796215096,0
3211,1,0,0,0,27,1,0,0,2,2,0,0,0,0,1,0,0,0.37070254110612855,0.16834179552273254,0
3212,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,1,3,0.3153961136023916,0.0035887375951996307,1
3213,0,0,1,1,70,0,1,0,0,2,2,2,2,2,1,1,0,0.40009965122072744,0.4724613431802446,0
3214,1,0,0,0,35,1,2,1,0,0,0,0,0,0,0,0,1,0.5690084703537618,0.3020136164320332,1
3215,1,0,0,0,67,0,1,0,2,0,2,2,2,0,1,1,0,0.3099152964623817,0.38109277636741284,0
3216,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0.2750373692077728,0.007177475190399262,1
3217,0,0,1,1,15,1,0,2,1,1,1,1,1,1,1,0,3,0.022919780767314407,0.03198130625432726,0
3218,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0.012954658694568993,8.654511885529664e-05,0
3219,1,0,1,1,62,1,2,2,1,1,1,1,1,1,1,0,0,0.06527154957648232,0.16818024463420264,0
